date_added,appl_id,project_num,activity_code,project_title,org_name,project_start_date,new_project_end_date,old_project_end_date,budget_start,new_budget_end_date,old_budget_end_date,new_award_amount,old_award_amount,award_amount_change,fain
2024-08-03 04:08:44,10891562,5U19AI067773-20,U19,Rapid Automated High-Throughput Radiation Biodosimetry,COLUMBIA UNIVERSITY HEALTH SCIENCES,2005-08-31 12:08:00,2025-03-13 12:03:00,2025-07-31 12:07:00,2024-08-01 12:08:00,2025-07-31 12:07:00,2025-07-31 12:07:00,601830,601830,0,U19AI067773
2024-08-03 04:08:44,10891566,5U19AI067773-20,U19,Rapid Non-invasive Radiation Biodosimetry through Metabolomics,COLUMBIA UNIVERSITY HEALTH SCIENCES,2005-08-31 12:08:00,2025-03-13 12:03:00,2025-07-31 12:07:00,2024-08-01 12:08:00,2025-07-31 12:07:00,2025-07-31 12:07:00,516324,516324,0,U19AI067773
2024-09-07 04:09:48,10909057,5F31MH134699-02,F31,"Applying a multidimensional measure of human mobility to understand drivers of HIV incidence in Rakai, Uganda",COLUMBIA UNIVERSITY HEALTH SCIENCES,2023-09-01 12:09:00,2025-03-13 12:03:00,2025-08-31 12:08:00,2024-09-01 12:09:00,2025-03-13 12:03:00,2025-08-31 12:08:00,47324,47324,0,F31MH134699
2024-09-07 04:09:48,10917221,5T32MH126036-05,T32,Neurobiology and Behavior training grant,COLUMBIA UNIVERSITY HEALTH SCIENCES,2020-09-01 12:09:00,2025-03-13 12:03:00,2025-08-31 12:08:00,2024-09-01 12:09:00,2025-03-13 12:03:00,2025-08-31 12:08:00,425050,425050,0,T32MH126036
2024-09-07 04:09:48,10904864,5F30MH126504-04,F30,Resting state connectivity signatures of obsessive compulsive symptoms,COLUMBIA UNIVERSITY HEALTH SCIENCES,2021-09-01 12:09:00,2025-03-13 12:03:00,2025-08-31 12:08:00,2024-09-01 12:09:00,2025-03-13 12:03:00,2025-08-31 12:08:00,56974,56974,0,F30MH126504
2025-01-04 04:01:11,11009933,5G13LM014176-03,G13,Diversity in Practice: the Quest for Inclusion in Precision Medicine,COLUMBIA UNIVERSITY HEALTH SCIENCES,2023-01-01 12:01:00,2025-03-13 12:03:00,2025-12-31 12:12:00,2025-01-01 12:01:00,2025-03-13 12:03:00,2025-12-31 12:12:00,49795,49795,0,G13LM014176
2024-12-14 04:12:33,11003666,5R01MD016082-04,R01,Efficacy of a Multi-level School Intervention for LGBTQ Youth,WASHINGTON UNIVERSITY,2022-01-20 12:01:00,2025-03-13 12:03:00,2026-11-30 12:11:00,2024-12-01 12:12:00,2025-03-13 12:03:00,2025-11-30 12:11:00,565297,565297,0,R01MD016082
2024-08-03 04:08:44,10919203,5R25HD074544-10,R25,Fragile Families Summer Data Training Workshop Series 2021-2025,COLUMBIA UNIV NEW YORK MORNINGSIDE,2013-02-07 12:02:00,2025-03-13 12:03:00,2025-07-31 12:07:00,2024-08-01 12:08:00,2025-03-13 12:03:00,2025-07-31 12:07:00,161460,161460,0,R25HD074544
2024-08-03 04:08:44,10906956,5R21AI178913-02,R21,Understanding the effects of cross-sex hormone therapy on vaginal mucosal immunity,BOSTON MEDICAL CENTER,2023-08-14 12:08:00,2025-03-13 12:03:00,2025-07-31 12:07:00,2024-08-01 12:08:00,2025-03-13 12:03:00,2025-07-31 12:07:00,222500,222500,0,R21AI178913
2023-09-16 04:09:15,10727706,1R03ES035509-01,R03,Drinking water contaminants and fetal loss in Northern California,COLUMBIA UNIVERSITY HEALTH SCIENCES,2023-09-10 12:09:00,2025-03-13 12:03:00,2025-08-31 12:08:00,2023-09-10 12:09:00,2025-03-13 12:03:00,2025-08-31 12:08:00,185979,185979,0,R03ES035509
2024-01-06 04:01:03,10762470,5R21AI175747-02,R21,Using wastewater surveillance data to study SARS-CoV-2 dynamics and predict COVID-19 outcomes,COLUMBIA UNIVERSITY HEALTH SCIENCES,2023-01-10 12:01:00,2025-03-13 12:03:00,2025-12-31 12:12:00,2024-01-01 12:01:00,2025-03-13 12:03:00,2025-12-31 12:12:00,205625,205625,0,R21AI175747
2024-07-06 04:07:38,10841618,5T32AI106711-10,T32,Columbia University Graduate Training Program in Microbiology and Immunology,COLUMBIA UNIVERSITY HEALTH SCIENCES,2014-06-01 12:06:00,2025-03-13 12:03:00,2025-06-30 12:06:00,2024-07-01 12:07:00,2025-03-13 12:03:00,2025-06-30 12:06:00,212360,212360,0,T32AI106711
2024-02-03 04:02:44,10744233,5T32AI148099-05,T32,Training in Translational Immunology Research,COLUMBIA UNIVERSITY HEALTH SCIENCES,2020-02-01 12:02:00,2025-03-13 12:03:00,2025-08-31 12:08:00,2024-02-01 12:02:00,2025-03-13 12:03:00,2025-08-31 12:08:00,302148,302148,0,T32AI148099
2024-09-07 04:09:48,10915447,5F32MH130023-03,F32,Functional interrogation of the mouse somatosensory thalamic interneuron in sensory perception and rhythmic states,COLUMBIA UNIVERSITY HEALTH SCIENCES,2022-09-01 12:09:00,2025-03-13 12:03:00,2025-08-31 12:08:00,2024-09-01 12:09:00,2025-03-13 12:03:00,2025-08-31 12:08:00,84254,84254,0,F32MH130023
2024-09-07 04:09:48,10923843,5F31ES034972-02,F31,Prenatal exposure to phthalates and associations with gestational weight gain and fetal growth trajectories.,COLUMBIA UNIVERSITY HEALTH SCIENCES,2023-09-01 12:09:00,2025-03-13 12:03:00,2025-08-31 12:08:00,2024-09-01 12:09:00,2025-03-13 12:03:00,2025-08-31 12:08:00,48974,48974,0,F31ES034972
2024-08-17 04:08:08,10930696,5F31ES035280-02,F31,An equity-focused evaluation of a system-wide intervention to reduce mold in NYC public housing and its impact on asthma burden,COLUMBIA UNIVERSITY HEALTH SCIENCES,2023-09-15 12:09:00,2025-03-13 12:03:00,2025-08-14 12:08:00,2024-08-15 12:08:00,2025-03-13 12:03:00,2025-08-14 12:08:00,36053,36053,0,F31ES035280
2024-05-04 04:05:42,10833481,5F31MH132290-02,F31,"Neighborhood Social Environment, Composition and Depression in Latinx",COLUMBIA UNIV NEW YORK MORNINGSIDE,2023-05-01 12:05:00,2025-03-13 12:03:00,2025-04-30 12:04:00,2024-05-01 12:05:00,2025-03-13 12:03:00,2025-04-30 12:04:00,39146,39146,0,F31MH132290
2024-09-14 04:09:49,10928756,5F31MH133351-02,F31,Interactions between motor learning and episodic memory,COLUMBIA UNIV NEW YORK MORNINGSIDE,2023-09-08 12:09:00,2025-03-13 12:03:00,2025-09-07 12:09:00,2024-09-08 12:09:00,2025-03-13 12:03:00,2025-09-07 12:09:00,48974,48974,0,F31MH133351
2024-07-06 04:07:38,10869925,5F31MH134617-02,F31,Testing competing models of the computational role of dopamine in hallucinations,COLUMBIA UNIVERSITY HEALTH SCIENCES,2023-07-01 12:07:00,2025-03-13 12:03:00,2025-06-30 12:06:00,2024-07-01 12:07:00,2025-03-13 12:03:00,2025-06-30 12:06:00,48994,48994,0,F31MH134617
2023-08-05 04:08:57,10693537,7R21HD103053-03,R21,mHealth and Mobile Ultrasound for Mothers ,COLUMBIA UNIVERSITY HEALTH SCIENCES,2022-09-03 12:09:00,2025-03-13 12:03:00,2025-08-31 12:08:00,2022-09-03 12:09:00,2025-03-13 12:03:00,2025-08-31 12:08:00,174031,174031,0,R21HD103053
2024-07-06 04:07:38,10836376,5T32MH016434-45,T32,Translational Research Training in Child Psychiatry,COLUMBIA UNIVERSITY HEALTH SCIENCES,1980-09-25 12:09:00,2025-03-13 12:03:00,2025-06-30 12:06:00,2024-07-01 12:07:00,2025-03-13 12:03:00,2025-06-30 12:06:00,462630,462630,0,T32MH016434
2024-09-07 04:09:48,10904727,5F31DC020904-03,F31,Auditory cortical tuning to communication sounds and genetic constraints on the vocal learning landscape,COLUMBIA UNIV NEW YORK MORNINGSIDE,2022-09-01 12:09:00,2025-03-13 12:03:00,2025-08-31 12:08:00,2024-09-01 12:09:00,2025-03-13 12:03:00,2025-08-31 12:08:00,48974,48974,0,F31DC020904
2024-07-06 04:07:38,10843247,5T32ES007322-23,T32,Advanced training in environmental health and data science: molecules to populations,COLUMBIA UNIVERSITY HEALTH SCIENCES,2000-07-01 12:07:00,2025-03-13 12:03:00,2025-06-30 12:06:00,2024-07-01 12:07:00,2025-03-13 12:03:00,2025-06-30 12:06:00,1343565,1343565,0,T32ES007322
2024-07-06 04:07:38,10894080,5T32MH018870-37,T32,Training in Schizophrenia and Psychotic Disorders: From Animal Models to Patients,COLUMBIA UNIVERSITY HEALTH SCIENCES,1988-08-01 12:08:00,2025-03-13 12:03:00,2025-06-30 12:06:00,2024-07-01 12:07:00,2025-03-13 12:03:00,2025-06-30 12:06:00,458786,458786,0,T32MH018870
2023-06-03 04:06:23,10651894,5R21AI171249-02,R21,Multimodal immune profiling to determine mechanisms of COVID-19 clinical trajectory in Uganda,COLUMBIA UNIVERSITY HEALTH SCIENCES,2022-06-23 12:06:00,2025-03-13 12:03:00,2025-05-31 12:05:00,2023-06-01 12:06:00,2025-03-13 12:03:00,2025-05-31 12:05:00,236190,236190,0,R21AI171249
2023-08-21 09:08:42,10442449,5R25MH080665-13,R25,HIV Intervention Science Training Program for Underrepresented Investigators,COLUMBIA UNIV NEW YORK MORNINGSIDE,2007-04-16 12:04:00,2025-03-13 12:03:00,2025-06-30 12:06:00,2023-07-01 12:07:00,2025-03-13 12:03:00,2025-06-30 12:06:00,132524,132524,0,R25MH080665
2023-07-01 04:07:32,10591549,5T32MH020004-25,T32,Research Training in Late-Life NeuroPsychiatric Disorders,COLUMBIA UNIVERSITY HEALTH SCIENCES,1998-07-01 12:07:00,2025-03-13 12:03:00,2025-06-30 12:06:00,2023-07-01 12:07:00,2025-03-13 12:03:00,2025-06-30 12:06:00,299068,299068,0,T32MH020004
2024-07-06 04:07:38,10874650,5T32MH019139-35,T32,Behavioral Sciences Research in HIV Infection,COLUMBIA UNIVERSITY HEALTH SCIENCES,1989-07-01 12:07:00,2025-03-13 12:03:00,2025-06-30 12:06:00,2024-07-01 12:07:00,2025-03-13 12:03:00,2025-06-30 12:06:00,500315,500315,0,T32MH019139
2023-09-02 04:09:38,10653189,5R01HG010868-05,R01,"Disability, diversity and trust in precision medicine research: stakeholdersengagement",COLUMBIA UNIVERSITY HEALTH SCIENCES,2021-03-12 12:03:00,2025-03-13 12:03:00,2025-06-30 12:06:00,2023-07-01 12:07:00,2025-03-13 12:03:00,2025-06-30 12:06:00,795723,795723,0,R01HG010868
2023-09-02 04:09:38,10661019,5T32AI007531-25,T32,Training in Pediatric Infectious Diseases,COLUMBIA UNIVERSITY HEALTH SCIENCES,1998-09-30 12:09:00,2025-03-13 12:03:00,2025-08-31 12:08:00,2023-09-01 12:09:00,2025-03-13 12:03:00,2025-08-31 12:08:00,206884,206884,0,T32AI007531
2024-08-12 06:08:53,11002143,3P30CA013696-49S2,P30,Cancer Center Support Grant - Early Career Cancer Clinical Investigator Award (ECIA),COLUMBIA UNIVERSITY HEALTH SCIENCES,1997-07-04 12:07:00,2025-03-12 12:03:00,2025-06-30 12:06:00,2024-07-01 12:07:00,2025-03-12 12:03:00,2025-06-30 12:06:00,60000,60000,0,P30CA013696
2024-08-12 06:08:53,10992697,3P30CA013696-49S1,P30,Cancer Center Support Grant,COLUMBIA UNIVERSITY HEALTH SCIENCES,1997-07-04 12:07:00,2025-03-12 12:03:00,2025-06-30 12:06:00,2024-07-01 12:07:00,2025-03-12 12:03:00,2025-06-30 12:06:00,205625,205625,0,P30CA013696
2024-08-12 06:08:53,11001714,1R01NR021691-01A1,R01,Identifying multilevel facilitators of care outcomes among Positive Deviants to design an intervention for Black sexual minority men living with HIV,GEORGE WASHINGTON UNIVERSITY,2024-08-12 12:08:00,2025-03-12 12:03:00,2029-05-31 12:05:00,2024-08-12 12:08:00,2025-03-12 12:03:00,2025-05-31 12:05:00,676457,676457,0,R01NR021691
2024-09-14 04:09:49,10891394,5R01CA253368-05,R01,"The linkage between Race, Kaiso and the tumor microenvironment in breast cancer health disparities",COLUMBIA UNIVERSITY HEALTH SCIENCES,2020-09-24 12:09:00,2025-03-12 12:03:00,2025-06-30 12:06:00,2024-07-01 12:07:00,2025-03-12 12:03:00,2025-06-30 12:06:00,625704,625704,0,R01CA253368
2024-08-26 11:08:21,11014834,3R01NR019417-03S1,R01,"Sex, Hormones and Identity affect Nociceptive Expression (SHINE)",UNIVERSITY OF ALABAMA AT BIRMINGHAM,2022-09-22 12:09:00,2025-03-12 12:03:00,2026-07-31 12:07:00,2024-08-23 12:08:00,2025-03-12 12:03:00,2025-07-31 12:07:00,99947,99947,0,R01NR019417
2024-08-26 11:08:21,11035524,1R61HD117134-01,R61,Supportive and restrictive factors and mental health in LGBT adolescent and young adult populations,"HARVARD PILGRIM HEALTH CARE, INC.",2024-08-26 12:08:00,2025-03-12 12:03:00,2025-07-31 12:07:00,2024-08-26 12:08:00,2025-03-12 12:03:00,2025-07-31 12:07:00,838837,838837,0,R61HD117134
2024-06-01 04:06:40,10850638,5R01AA030275-02,R01,An intersectional approach linking Minority Stressors Experienced by Transgender and Gender Diverse Adults to Alcohol and Drug Use and comorbid Mental and Physical Health Outcomes,GEORGIA STATE UNIVERSITY,2023-06-01 12:06:00,2025-03-12 12:03:00,2028-05-31 12:05:00,2024-06-01 12:06:00,2025-03-12 12:03:00,2025-05-31 12:05:00,501825,501825,0,R01AA030275
2024-09-14 04:09:49,10916392,5U01HD108779-04,U01,"Unequal Parenthoods: Population Perspectives on Gender, Race, and Sexual Minority Disparities in Family Stress and Health During Crises",UNIVERSITY OF MINNESOTA,2021-09-21 12:09:00,2025-03-12 12:03:00,2026-08-31 12:08:00,2024-09-01 12:09:00,2025-03-12 12:03:00,2025-08-31 12:08:00,406481,406481,0,U01HD108779
2024-07-06 04:07:38,10880391,5P30CA013696-49,P30,Flow Cytometry Shared Resource,COLUMBIA UNIVERSITY HEALTH SCIENCES,1997-07-04 12:07:00,2025-03-12 12:03:00,2025-06-30 12:06:00,2024-07-01 12:07:00,2025-06-30 12:06:00,2025-06-30 12:06:00,125442,125442,0,P30CA013696
2024-07-06 04:07:38,10880393,5P30CA013696-49,P30,Genetically Modified Mouse Models,COLUMBIA UNIVERSITY HEALTH SCIENCES,1997-07-04 12:07:00,2025-03-12 12:03:00,2025-06-30 12:06:00,2024-07-01 12:07:00,2025-06-30 12:06:00,2025-06-30 12:06:00,312481,312481,0,P30CA013696
2024-06-01 04:06:40,11012081,3R01NR020154-04S1,R01,"Exploring Stigma, Social Support, and Cancer Screenings among Sexual and Gender Diverse People Living with HIV in Georgia",EMORY UNIVERSITY,2021-07-29 12:07:00,2025-03-12 12:03:00,2026-05-31 12:05:00,2024-06-01 12:06:00,2025-03-12 12:03:00,2025-05-31 12:05:00,87833,87833,0,R01NR020154
2023-12-02 04:12:51,10744754,5R34MH128163-03,R34,Development and Testing of MyPEEPS Mobile for Young Transgender Men,COLUMBIA UNIVERSITY HEALTH SCIENCES,2022-01-01 12:01:00,2025-03-12 12:03:00,2025-11-30 12:11:00,2023-12-01 12:12:00,2025-03-12 12:03:00,2025-11-30 12:11:00,72743,72743,0,R34MH128163
2024-06-01 04:06:40,10844486,5T32MH126772-04,T32,Culturally-focused HIV Advancements through the Next Generation for Equity (CHANGE) Training Program,UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,2021-04-01 12:04:00,2025-03-12 12:03:00,2026-03-31 12:03:00,2024-04-01 12:04:00,2025-03-12 12:03:00,2025-03-31 12:03:00,286511,286511,0,T32MH126772
2024-04-06 04:04:19,10933001,5R01MD019178-02,R01,A Multi-Level Trauma-Informed Approach to Increase HIV Pre-exposure Prophylaxis Initiation among Black Women,JOHNS HOPKINS UNIVERSITY,2023-09-21 12:09:00,2025-03-12 12:03:00,2028-03-31 12:03:00,2024-04-01 12:04:00,2025-03-12 12:03:00,2025-03-31 12:03:00,1105281,1105281,0,R01MD019178
2024-04-06 04:04:19,10772571,2R25GM109435-10,R25,PREP at University of Georgia,UNIVERSITY OF GEORGIA,2014-03-01 12:03:00,2025-03-12 12:03:00,2029-03-31 12:03:00,2024-04-01 12:04:00,2025-03-12 12:03:00,2025-03-31 12:03:00,343158,343158,0,R25GM109435
2023-09-23 04:09:17,10912193,1R56CA284564-01,R56,Gender-Affirming Testosterone Therapy on Breast Cancer Risk and Treatment Outcomes,BETH ISRAEL DEACONESS MEDICAL CENTER,2023-09-18 12:09:00,2025-03-12 12:03:00,2025-08-31 12:08:00,2023-09-18 12:09:00,2025-03-12 12:03:00,2025-08-31 12:08:00,299940,299940,0,R56CA284564
2023-09-23 04:09:17,10700242,1R21MH133755-01,R21,The TAIL-PrEP Study: Acceptability and Feasibility of a Tailored Adherence Intervention for safe discontinuation of Long-acting PrEP,COLUMBIA UNIVERSITY HEALTH SCIENCES,2023-09-18 12:09:00,2025-03-12 12:03:00,2025-09-17 12:09:00,2023-09-18 12:09:00,2025-03-12 12:03:00,2025-09-17 12:09:00,483983,483983,0,R21MH133755
2023-09-23 04:09:17,10700016,5U54NS078059-13,U54,Career Enhancement Program,COLUMBIA UNIVERSITY HEALTH SCIENCES,2011-09-30 12:09:00,2025-03-12 12:03:00,2025-08-31 12:08:00,2023-09-01 12:09:00,2025-08-31 12:08:00,2025-08-31 12:08:00,221887,221887,0,U54NS078059
2023-09-23 04:09:17,10700012,5U54NS078059-13,U54,Pilot,COLUMBIA UNIVERSITY HEALTH SCIENCES,2011-09-30 12:09:00,2025-03-12 12:03:00,2025-08-31 12:08:00,2023-09-01 12:09:00,2025-08-31 12:08:00,2025-08-31 12:08:00,96761,96761,0,U54NS078059
2024-07-06 04:07:38,10880394,5P30CA013696-49,P30,Genomics and High Throughput Screening,COLUMBIA UNIVERSITY HEALTH SCIENCES,1997-07-04 12:07:00,2025-03-12 12:03:00,2025-06-30 12:06:00,2024-07-01 12:07:00,2025-06-30 12:06:00,2025-06-30 12:06:00,160818,160818,0,P30CA013696
2023-09-23 04:09:17,10700006,5U54NS078059-13,U54,Advanced Genetic Study and Pilot Newborn Screening for Disorders of Pyruvate Metabolism,COLUMBIA UNIVERSITY HEALTH SCIENCES,2011-09-30 12:09:00,2025-03-12 12:03:00,2025-08-31 12:08:00,2023-09-01 12:09:00,2025-08-31 12:08:00,2025-08-31 12:08:00,119642,119642,0,U54NS078059
2023-09-23 04:09:17,10700003,5U54NS078059-13,U54,Mitochondrial functional assays for diagnosis in minimally invasive tissues:optimization and clinical utility,COLUMBIA UNIVERSITY HEALTH SCIENCES,2011-09-30 12:09:00,2025-03-12 12:03:00,2025-08-31 12:08:00,2023-09-01 12:09:00,2025-08-31 12:08:00,2025-08-31 12:08:00,179310,179310,0,U54NS078059
2023-09-23 04:09:17,10700001,5U54NS078059-13,U54,Genomic Testing for Molecularly Undefined NAMDC Registry Cases,COLUMBIA UNIVERSITY HEALTH SCIENCES,2011-09-30 12:09:00,2025-03-12 12:03:00,2025-08-31 12:08:00,2023-09-01 12:09:00,2025-08-31 12:08:00,2025-08-31 12:08:00,134917,134917,0,U54NS078059
2023-09-23 04:09:17,10699998,5U54NS078059-13,U54,NAMDC Clinical Registry/Longitudinal Study and Biorepository,COLUMBIA UNIVERSITY HEALTH SCIENCES,2011-09-30 12:09:00,2025-03-12 12:03:00,2025-08-31 12:08:00,2023-09-01 12:09:00,2025-08-31 12:08:00,2025-08-31 12:08:00,425332,425332,0,U54NS078059
2023-09-23 04:09:17,10700011,5U54NS078059-13,U54,Expanded Access Deoxynucleoside Therapy for Thymidine Kinase 2 (TK2) Deficiency,COLUMBIA UNIVERSITY HEALTH SCIENCES,2011-09-30 12:09:00,2025-03-12 12:03:00,2025-08-31 12:08:00,2023-09-01 12:09:00,2025-08-31 12:08:00,2025-08-31 12:08:00,120721,120721,0,U54NS078059
2024-07-06 04:07:38,10880408,5P30CA013696-49,P30,Developmental Funds,COLUMBIA UNIVERSITY HEALTH SCIENCES,1997-07-04 12:07:00,2025-03-12 12:03:00,2025-06-30 12:06:00,2024-07-01 12:07:00,2025-06-30 12:06:00,2025-06-30 12:06:00,387957,387957,0,P30CA013696
2024-07-06 04:07:38,10880396,5P30CA013696-49,P30,Molecular Cytogenetics Shared Resource,COLUMBIA UNIVERSITY HEALTH SCIENCES,1997-07-04 12:07:00,2025-03-12 12:03:00,2025-06-30 12:06:00,2024-07-01 12:07:00,2025-06-30 12:06:00,2025-06-30 12:06:00,82894,82894,0,P30CA013696
2024-07-06 04:07:38,10880398,5P30CA013696-49,P30,Molecular Pathology Shared Resource,COLUMBIA UNIVERSITY HEALTH SCIENCES,1997-07-04 12:07:00,2025-03-12 12:03:00,2025-06-30 12:06:00,2024-07-01 12:07:00,2025-06-30 12:06:00,2025-06-30 12:06:00,254760,254760,0,P30CA013696
2023-09-23 04:09:17,10699986,5U54NS078059-13,U54,The North American Mitochondrial Disease Consortium (NAMDC),COLUMBIA UNIVERSITY HEALTH SCIENCES,2011-09-30 12:09:00,2025-03-12 12:03:00,2025-08-31 12:08:00,2023-09-01 12:09:00,2025-03-12 12:03:00,2025-08-31 12:08:00,1571080,1571080,0,U54NS078059
2025-01-04 04:01:11,11085137,5U01MH125058-05,U01,2/3 Genomics of Schizophrenia in the South African Xhosa,COLUMBIA UNIVERSITY HEALTH SCIENCES,2021-01-01 12:01:00,2025-03-12 12:03:00,2025-12-31 12:12:00,2025-01-01 12:01:00,2025-03-12 12:03:00,2025-12-31 12:12:00,447238,447238,0,U01MH125058
2024-09-14 04:09:49,11062246,3R01NS123639-04S1,R01,Strengthening Healthcare and Research Engagement through Data Sharing: SHARE,COLUMBIA UNIVERSITY HEALTH SCIENCES,2021-06-15 12:06:00,2025-03-12 12:03:00,2025-06-30 12:06:00,2024-07-01 12:07:00,2025-03-12 12:03:00,2025-06-30 12:06:00,157869,157869,0,R01NS123639
2025-02-01 04:02:27,11031686,1R34MH136018-01A1,R34,Development of a School-Based Prevention Intervention to Promote Adolescent Mental Health Equity,BOSTON COLLEGE,2025-02-01 12:02:00,2025-03-12 12:03:00,2028-01-31 12:01:00,2025-02-01 12:02:00,2025-03-12 12:03:00,2026-01-31 12:01:00,239551,239551,0,R34MH136018
2024-09-21 04:09:10,11085507,1R01MD020284-01,R01,Measures of structural stigmatization and discrimination for HIV research with Latine sexual and gender minorities,DREXEL UNIVERSITY,2024-09-20 12:09:00,2025-03-12 12:03:00,2028-05-31 12:05:00,2024-09-20 12:09:00,2025-03-12 12:03:00,2025-05-31 12:05:00,812946,812946,0,R01MD020284
2024-09-21 04:09:10,11020434,1R35GM157032-01,R35,Molecular Mechanisms of Hormone-Mediated Sex Differences in Wound Healing,BRIGHAM AND WOMEN'S HOSPITAL,2024-09-17 12:09:00,2025-03-12 12:03:00,2029-07-31 12:07:00,2024-09-17 12:09:00,2025-03-12 12:03:00,2025-07-31 12:07:00,442444,442444,0,R35GM157032
2024-09-21 04:09:10,10999798,1R01MD019956-01,R01,Theoretically Informed Behavioral Intervention to Enhance QOL and Prevent HIV-related Comorbidities in Ethnic and Racial Sexual Minority Men,YALE UNIVERSITY,2024-09-15 12:09:00,2025-03-12 12:03:00,2029-03-31 12:03:00,2024-09-15 12:09:00,2025-03-12 12:03:00,2025-03-31 12:03:00,1054907,1054907,0,R01MD019956
2024-09-21 04:09:10,10825800,2R01HD094081-06A1,R01,A Longitudinal Examination of Mechanisms Underlying Intersectional Health Disparities in the United States,UNIVERSITY OF MINNESOTA,2018-09-14 12:09:00,2025-03-12 12:03:00,2029-05-31 12:05:00,2024-09-16 12:09:00,2025-03-12 12:03:00,2025-05-31 12:05:00,672168,672168,0,R01HD094081
