date_added,appl_id,project_num,activity_code,project_title,org_name,project_start_date,new_project_end_date,old_project_end_date,budget_start,new_budget_end_date,old_budget_end_date,new_award_amount,old_award_amount,award_amount_change
2024-07-20 04:07:58,10982961,3U01DA055369-04S1,U01,14/24 The Healthy Brain & Child Development National Consortium,"UNIVERSITY OF CALIFORNIA, SAN DIEGO",2021-09-30 12:09:00,2025-06-30 12:06:00,2026-06-30 12:06:00,2024-07-01 12:07:00,2025-06-30 12:06:00,2025-06-30 12:06:00,56944,56944,0
2024-07-06 04:07:38,11046355,3DP2AI154450-04S1,DP2,Harnessing Stem-like CD8 T Cells for Immunotherapies to Eradicate HIV Reservoirs,UT SOUTHWESTERN MEDICAL CENTER,2021-07-08 12:07:00,2025-06-30 12:06:00,2026-06-30 12:06:00,2024-07-01 12:07:00,2025-06-30 12:06:00,2025-06-30 12:06:00,81628,81628,0
2024-08-26 11:08:21,11123762,3U01DA054170-04S2,U01,Spatial analyses of marmoset germline development,UNIVERSITY OF TEXAS SAN ANTONIO,2021-08-01 12:08:00,2025-05-31 12:05:00,2026-05-31 12:05:00,2024-06-22 12:06:00,2025-05-31 12:05:00,2025-05-31 12:05:00,26685,26685,0
2024-09-07 04:09:48,11075595,3DP1DA054344-03S1,DP1,X chromosome inactivation in sex disparities to substance use disorder,OHIO STATE UNIVERSITY,2021-08-15 12:08:00,2025-05-31 12:05:00,2027-05-31 12:05:00,2024-09-01 12:09:00,2025-05-31 12:05:00,2025-05-31 12:05:00,84500,84500,0
2023-03-04 04:03:14,10620786,5R01NR020008-02,R01,Randomized Clinical Trial of Nurse Family Partnership for Women with Previous Live Births,UNIVERSITY OF COLORADO DENVER,2022-05-11 12:05:00,2025-05-31 12:05:00,2027-02-28 12:02:00,2023-03-01 12:03:00,2025-05-31 12:05:00,2025-02-28 12:02:00,761518,761518,0
2024-06-08 04:06:47,10976011,3R01DA056499-03S1,R01,"Leveraging quasi-experimental methods to examine the longitudinal relations among legal system exposure, substance use, neurocognition, and education",UNIVERSITY OF MINNESOTA,2022-07-01 12:07:00,2025-05-31 12:05:00,2027-05-31 12:05:00,2024-06-01 12:06:00,2025-05-31 12:05:00,2025-05-31 12:05:00,196129,196129,0
2024-08-12 06:08:53,11056994,3R01DA054220-04S1,R01,SOAR: Smartphones for Opioid Addiction Recovery,NEW YORK UNIVERSITY SCHOOL OF MEDICINE,2021-08-15 12:08:00,2025-05-31 12:05:00,2026-05-31 12:05:00,2024-06-01 12:06:00,2025-05-31 12:05:00,2025-05-31 12:05:00,158414,158414,0
2024-06-15 04:06:23,11056941,3R01DA051127-04S1,R01,Neurobiological susceptibility to peer influence and drug use in adolescence,UNIV OF NORTH CAROLINA CHAPEL HILL,2020-07-01 12:07:00,2025-05-31 12:05:00,2026-05-31 12:05:00,2024-06-01 12:06:00,2025-05-31 12:05:00,2025-05-31 12:05:00,114963,114963,0
2024-01-20 04:01:43,10755703,5R01CA249096-04,R01,New Statistical Methods for Modelling Cancer Outcomes,UNIVERSITY OF MICHIGAN AT ANN ARBOR,2021-01-01 12:01:00,2025-04-30 12:04:00,2025-12-31 12:12:00,2024-01-01 12:01:00,2025-04-30 12:04:00,2025-12-31 12:12:00,325366,325366,0
2024-08-17 04:08:08,11075487,3R01DA056602-03S1,R01,Multiomic profiling of cell types mediating opioid use disorder in rats,"UNIVERSITY OF CALIFORNIA, SAN DIEGO",2022-08-15 12:08:00,2025-04-30 12:04:00,2027-04-30 12:04:00,2024-05-01 12:05:00,2025-04-30 12:04:00,2025-04-30 12:04:00,129280,129280,0
2024-06-22 04:06:21,11052925,3R01DA055673-03S1,R01,"Exploring the accessibility, acceptability, and utilization of a community-based harm reduction vending machine among persons with limited opportunity structures.","UNIVERSITY OF CALIFORNIA, SAN DIEGO",2022-06-15 12:06:00,2025-04-30 12:04:00,2027-04-30 12:04:00,2024-05-01 12:05:00,2025-04-30 12:04:00,2025-04-30 12:04:00,179852,179852,0
2024-05-04 04:05:42,10950478,3DP2AI154420-04S1,DP2,Connecting the Spatiotemporal Organization of Gut Bacterial Communities to the Emergence and Spread of Antibiotic Resistance,UNIVERSITY OF CALIFORNIA-IRVINE,2021-05-05 12:05:00,2025-04-30 12:04:00,2026-04-30 12:04:00,2024-05-01 12:05:00,2025-04-30 12:04:00,2025-04-30 12:04:00,82025,82025,0
2024-09-07 04:09:48,10950095,1K99LM014614-01,K99,Reliable Question-Answering Frameworks for Clinical Decision Support using Domain-specific Large Language Models,YALE UNIVERSITY,2024-09-01 12:09:00,2025-04-15 12:04:00,2025-08-31 12:08:00,2024-09-01 12:09:00,2025-04-15 12:04:00,2025-08-31 12:08:00,88034,88034,0
2024-01-06 04:01:03,10752710,5R01EB031008-04,R01,Artificial Intelligence Boosted Evolution and Detection of Genetically Encoded Reporters for In Vivo Imaging,MASSACHUSETTS GENERAL HOSPITAL,2021-04-01 12:04:00,2025-04-09 12:04:00,2025-06-30 12:06:00,2024-01-01 12:01:00,2025-04-09 12:04:00,2025-06-30 12:06:00,620343,620343,0
2024-01-06 04:01:03,10760292,5R61AI167035-03,R61,Paper-based HIV self test,UNIVERSITY OF ROCHESTER,2022-01-25 12:01:00,2025-04-09 12:04:00,2025-06-30 12:06:00,2024-01-01 12:01:00,2025-04-09 12:04:00,2025-06-30 12:06:00,444317,444317,0
2024-02-03 04:02:44,10759403,5R01MD016882-04,R01,Community-based Design and Evaluation of a Conversational Agent to Promote SARS-COV2 Vaccination in Black Churches,NORTHEASTERN UNIVERSITY,2021-04-23 12:04:00,2025-04-01 12:04:00,2026-01-31 12:01:00,2024-02-01 12:02:00,2025-04-01 12:04:00,2026-01-31 12:01:00,677130,677130,0
2024-02-03 04:02:44,10814317,5R01MD016834-04,R01,A multidimensional Digital Approach to Address Vaccine Hesitancy and Increase COVID-19 Vaccine Uptake among African American Young Adults in the South,FLORIDA STATE UNIVERSITY,2021-04-20 12:04:00,2025-04-01 12:04:00,2026-01-31 12:01:00,2024-02-01 12:02:00,2025-04-01 12:04:00,2026-01-31 12:01:00,692762,692762,0
2024-08-26 11:08:21,10890031,5R25GM150172-02,R25,PBS NewsHour STEM StoryMaker: Project-based learning for youth health literacy and biomedical career awareness through journalism and storytelling,WETA TV 26,2023-07-20 12:07:00,2025-04-01 12:04:00,2028-06-30 12:06:00,2024-07-01 12:07:00,2025-04-01 12:04:00,2025-06-30 12:06:00,270000,270000,0
2024-08-26 11:08:21,10947101,1R21MD019764-01,R21,COVID-19 Vaccine Coverage and General Vaccine Hesitancy in Rural Areas in the United States,OHIO STATE UNIVERSITY,2024-08-24 12:08:00,2025-04-01 12:04:00,2026-03-31 12:03:00,2024-08-24 12:08:00,2025-04-01 12:04:00,2025-03-31 12:03:00,196875,196875,0
2024-09-07 04:09:48,10923945,5R00CA248720-04,R00,Cancer misinformation on social media and its correction,NORTHEASTERN UNIVERSITY,2023-09-01 12:09:00,2025-04-01 12:04:00,2026-08-31 12:08:00,2024-09-01 12:09:00,2025-04-01 12:04:00,2025-08-31 12:08:00,244981,244981,0
2024-03-30 04:03:21,10909015,5R01MD019235-02,R01,Improving COVID-19 Vaccine Uptake Among Racial and Ethnic Minority Groupswith Rheumatic Diseases,UNIVERSITY OF ALABAMA AT BIRMINGHAM,2023-08-17 12:08:00,2025-04-01 12:04:00,2028-05-31 12:05:00,2024-03-01 12:03:00,2025-04-01 12:04:00,2025-05-31 12:05:00,603165,603165,0
2024-04-06 04:04:19,10884906,5R01MD016864-03,R01,K-VAC: Kentucky Vaccinating Appalachian Communities,UNIVERSITY OF KENTUCKY,2022-07-15 12:07:00,2025-04-01 12:04:00,2027-03-31 12:03:00,2024-04-01 12:04:00,2025-04-01 12:04:00,2025-03-31 12:03:00,607507,607507,0
2024-05-25 04:05:56,10881752,5R01MD016880-03,R01,Increasing COVID-19 Vaccine Uptake among Latinos through a Targeted Clinical and Community-behavioral Intervention,SAN DIEGO STATE UNIVERSITY,2022-08-21 12:08:00,2025-04-01 12:04:00,2026-04-30 12:04:00,2024-05-01 12:05:00,2025-04-01 12:04:00,2026-04-30 12:04:00,609078,609078,0
2024-07-13 04:07:17,10929945,5R01CA273208-04,R01,Conversational Agents to Improve HPV Vaccine Acceptance in Primary Care,TUFTS MEDICAL CENTER,2022-09-01 12:09:00,2025-04-01 12:04:00,2027-06-30 12:06:00,2024-07-01 12:07:00,2025-04-01 12:04:00,2025-06-30 12:06:00,648684,648684,0
2024-08-03 04:08:44,10900605,5R34CA283483-02,R34,Multi-level school-based intervention to improve HPV vaccine uptake and completion in South Africa,BRIGHAM AND WOMEN'S HOSPITAL,2023-08-07 12:08:00,2025-04-01 12:04:00,2026-07-31 12:07:00,2024-08-01 12:08:00,2025-04-01 12:04:00,2025-07-31 12:07:00,241234,241234,0
2024-08-03 04:08:44,10923996,5K22CA258675-03,K22,Addressing HPV vaccination disparities through tailored messaging for hesitant families,RUTGERS BIOMEDICAL AND HEALTH SCIENCES,2022-08-02 12:08:00,2025-04-01 12:04:00,2025-07-31 12:07:00,2024-08-01 12:08:00,2025-04-01 12:04:00,2025-07-31 12:07:00,219899,219899,0
2024-01-06 04:01:03,10771048,5R01MD017364-03,R01,REDES: a peer network and mobile health (mHealth) enhanced CHW model to maximize COVID-19 vaccination among low income Latinos,JOHNS HOPKINS UNIVERSITY,2022-04-13 12:04:00,2025-04-01 12:04:00,2027-06-30 12:06:00,2024-01-01 12:01:00,2025-04-01 12:04:00,2025-06-30 12:06:00,714762,714762,0
2024-04-20 04:04:51,10908996,7R01MD019024-02,R01,Advancing communication strategies to support future HIV vaccine use among African Americans in the South.,WAKE FOREST UNIVERSITY HEALTH SCIENCES,2023-08-17 12:08:00,2025-04-01 12:04:00,2028-05-31 12:05:00,2024-04-17 12:04:00,2025-04-01 12:04:00,2025-05-31 12:05:00,766932,766932,0
2024-05-04 04:05:42,10840830,5R01AR080089-03,R01,Leveraging Community-Academic Partnerships and Social Networks to Disseminate Vaccine-Related Information and Increase Vaccine Uptake Among Black Individuals with Rheumatic Diseases,NORTHWESTERN UNIVERSITY AT CHICAGO,2022-05-10 12:05:00,2025-04-01 12:04:00,2027-04-30 12:04:00,2024-05-01 12:05:00,2025-04-01 12:04:00,2025-04-30 12:04:00,709413,709413,0
2024-05-04 04:05:42,10842257,5R37CA253279-05,R37,HPV ECHO: Increasing the adoption of evidence-based communication strategies for HPV vaccination in rural primary care practices,PENNSYLVANIA STATE UNIV HERSHEY MED CTR,2020-08-10 12:08:00,2025-04-01 12:04:00,2025-04-30 12:04:00,2024-05-01 12:05:00,2025-04-01 12:04:00,2025-04-30 12:04:00,351690,351690,0
2024-06-29 04:06:59,11094263,7R01DA054990-04,R01,Community Developed Technology-Based Messaging to Increase SARS-CoV-2 Vaccine Uptake Among People Who Inject Drugs,"NDRI-USA, INC.",2021-06-01 12:06:00,2025-04-01 12:04:00,2026-04-30 12:04:00,2024-05-24 12:05:00,2025-04-01 12:04:00,2026-04-30 12:04:00,461653,461653,0
2024-08-12 06:08:53,10849875,5K01AG065440-05,K01,Creating Innovative Vaccine Messaging by Engaging in Patient-Centered Design with Non-Vaccinating Older Adults,UNIVERSITY OF IOWA,2020-08-01 12:08:00,2025-04-01 12:04:00,2025-05-31 12:05:00,2024-06-01 12:06:00,2025-04-01 12:04:00,2025-05-31 12:05:00,122211,122211,0
2024-08-12 06:08:53,10880678,5R25GM150142-02,R25,Eradicating Misconceptions about Viruses using Multimodal Trace Data in an Intelligent Game-based Environment across Educational Contexts,UNIVERSITY OF IDAHO,2023-07-03 12:07:00,2025-04-01 12:04:00,2028-05-31 12:05:00,2024-06-01 12:06:00,2025-04-01 12:04:00,2025-05-31 12:05:00,261005,261005,0
2024-09-21 04:09:10,10946664,1R01MD019765-01,R01,"Influence of Social Media, Social Networks, and Misinformation on Vaccine Acceptance Among Black and Latinx Individuals",UNIVERSITY OF CALIFORNIA-IRVINE,2024-09-20 12:09:00,2025-04-01 12:04:00,2029-04-30 12:04:00,2024-09-20 12:09:00,2025-04-01 12:04:00,2025-04-30 12:04:00,683352,683352,0
2024-09-21 04:09:10,11062095,3R01CA248216-04S1,R01,Promoting HPV Vaccination among Young Adults in Texas,UNIVERSITY OF TX MD ANDERSON CAN CTR,2021-08-01 12:08:00,2025-04-01 12:04:00,2026-07-31 12:07:00,2024-08-01 12:08:00,2025-04-01 12:04:00,2025-07-31 12:07:00,128021,128021,0
2024-06-15 04:06:23,10845547,5R01MD018343-03,R01,"LatiNET, a Multilevel Social Network Model to Examine and Address SARS-CoV-2 Misinformation in Low-Income Latinx Communities.",UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,2022-09-20 12:09:00,2025-04-01 12:04:00,2027-05-31 12:05:00,2024-06-01 12:06:00,2025-04-01 12:04:00,2025-05-31 12:05:00,719232,719232,0
2024-06-15 04:06:23,10854799,5R01MD016992-03,R01,Addressing COVID 19 Vaccine Hesitancy in Rural Community Pharmacies Reducing Disparities Through an Implementation Science Approach,UNIV OF NORTH CAROLINA CHAPEL HILL,2022-09-22 12:09:00,2025-04-01 12:04:00,2026-05-31 12:05:00,2024-06-01 12:06:00,2025-04-01 12:04:00,2026-05-31 12:05:00,569232,569232,0
2024-07-06 04:07:38,10864335,1K22CA288932-01,K22,Cancer Misinformation and Use of Complementary and Alternative Therapy (CAM) among Patients with Cancer.,HACKENSACK UNIVERSITY MEDICAL CENTER,2024-07-01 12:07:00,2025-04-01 12:04:00,2027-06-30 12:06:00,2024-07-01 12:07:00,2025-04-01 12:04:00,2025-06-30 12:06:00,194400,194400,0
2024-07-06 04:07:38,10933019,5R21MD019388-02,R21,Integrated Network Analysis of RADx-UP Data to Increase COVID-19 Testing and Vaccination Among Persons Involved with Criminal Legal Systems (PCLS),BROWN UNIVERSITY,2023-09-21 12:09:00,2025-04-01 12:04:00,2025-06-30 12:06:00,2024-07-01 12:07:00,2025-04-01 12:04:00,2025-06-30 12:06:00,207669,207669,0
2024-09-28 04:09:47,10944038,1R01MD019686-01,R01,Community - based behavioral intervention to increase COVID - 19 and influenza vaccination for African American/ Black and Latino persons: An optimization randomized controlled trial,NEW YORK UNIVERSITY,2024-09-22 12:09:00,2025-04-01 12:04:00,2028-05-31 12:05:00,2024-09-22 12:09:00,2025-04-01 12:04:00,2025-05-31 12:05:00,688573,688573,0
2023-09-02 04:09:38,10693975,5K99HD109505-02,K99,Defining the mechanisms of temperature sensitive meiotic chromosome structures in male infertility,UNIVERSITY OF OREGON,2022-09-01 12:09:00,2025-03-31 12:03:00,2025-08-31 12:08:00,2023-09-01 12:09:00,2025-03-31 12:03:00,2025-08-31 12:08:00,172476,172476,0
2024-04-06 04:04:19,10792591,5T34GM141989-04,T34,U-RISE at Portland State University,PORTLAND STATE UNIVERSITY,2021-04-01 12:04:00,2025-03-31 12:03:00,2026-03-31 12:03:00,2024-04-01 12:04:00,2025-03-31 12:03:00,2025-03-31 12:03:00,576595,576595,0
2024-04-06 04:04:19,10792637,5T34GM145384-03,T34,U-Rise at California State University Bakersfield,CALIFORNIA STATE UNIVERSITY BAKERSFIELD AUXILIARY FOR SPONSORED PROGRAMS ADMINISTRATION,2022-05-09 12:05:00,2025-03-31 12:03:00,2027-03-31 12:03:00,2024-04-01 12:04:00,2025-03-31 12:03:00,2025-03-31 12:03:00,269682,269682,0
2024-04-06 04:04:19,10798155,5T34GM145400-03,T34,U-RISE at San Francisco State University,SAN FRANCISCO STATE UNIVERSITY,2022-04-01 12:04:00,2025-03-31 12:03:00,2027-03-31 12:03:00,2024-04-01 12:04:00,2025-03-31 12:03:00,2025-03-31 12:03:00,912362,912362,0
2024-04-06 04:04:19,10798217,5T34GM145503-03,T34,Undergraduate Research Training for Student Enhancement (U-RISE) at Cal State LA,CALIFORNIA STATE UNIVERSITY LOS ANGELES,2022-04-01 12:04:00,2025-03-31 12:03:00,2027-03-31 12:03:00,2024-04-01 12:04:00,2025-03-31 12:03:00,2025-03-31 12:03:00,845683,845683,0
2024-04-06 04:04:19,10802299,5T34GM145542-03,T34,Rochester Institute of Technology U-RISE Scientists-in-Training Program for Deaf and Hard-of-Hearing Undergraduates (RIT U-RISE),ROCHESTER INSTITUTE OF TECHNOLOGY,2022-04-06 12:04:00,2025-03-31 12:03:00,2027-03-31 12:03:00,2024-04-01 12:04:00,2025-03-31 12:03:00,2025-03-31 12:03:00,241531,241531,0
2024-04-06 04:04:19,10802302,5T34GM140930-03,T34,U-RISE at California State University Dominguez Hills,CALIFORNIA STATE UNIV-DOMINGUEZ HILLS,2022-04-01 12:04:00,2025-03-31 12:03:00,2027-03-31 12:03:00,2024-04-01 12:04:00,2025-03-31 12:03:00,2025-03-31 12:03:00,235880,235880,0
2024-04-06 04:04:19,10802306,5T34GM145428-03,T34,U-Rise at the University of New Mexico,UNIVERSITY OF NEW MEXICO,2022-04-01 12:04:00,2025-03-31 12:03:00,2027-03-31 12:03:00,2024-04-01 12:04:00,2025-03-31 12:03:00,2025-03-31 12:03:00,336892,336892,0
2024-04-06 04:04:19,10802308,5T34GM140948-03,T34,U-RISE at Kennesaw State,KENNESAW STATE UNIVERSITY,2022-04-01 12:04:00,2025-03-31 12:03:00,2027-03-31 12:03:00,2024-04-01 12:04:00,2025-03-31 12:03:00,2025-03-31 12:03:00,277530,277530,0
2024-04-06 04:04:19,10802311,5T34GM145533-03,T34,U-RISE at Marquette University,MARQUETTE UNIVERSITY,2022-04-01 12:04:00,2025-03-31 12:03:00,2027-03-31 12:03:00,2024-04-01 12:04:00,2025-03-31 12:03:00,2025-03-31 12:03:00,354282,354282,0
2024-04-06 04:04:19,10802356,5T34GM145525-03,T34,U-RISE at the University of Puerto Rico at Humacao,UNIVERSITY OF PUERTO RICO AT HUMACAO,2022-04-12 12:04:00,2025-03-31 12:03:00,2027-03-31 12:03:00,2024-04-01 12:04:00,2025-03-31 12:03:00,2025-03-31 12:03:00,381326,381326,0
2024-04-06 04:04:19,10802378,5T34GM145511-03,T34,U-RISE at UC Merced,"UNIVERSITY OF CALIFORNIA, MERCED",2022-04-01 12:04:00,2025-03-31 12:03:00,2027-03-31 12:03:00,2024-04-01 12:04:00,2025-03-31 12:03:00,2025-03-31 12:03:00,362058,362058,0
2024-04-20 04:04:51,10798132,5T34GM140909-04,T34,U-RISE at Fort Lewis College,FORT LEWIS COLLEGE,2021-04-01 12:04:00,2025-03-31 12:03:00,2026-03-31 12:03:00,2024-04-01 12:04:00,2025-03-31 12:03:00,2025-03-31 12:03:00,241969,241969,0
2024-04-20 04:04:51,10809610,5T34GM136483-04,T34,U-RISE at Texas State University,TEXAS STATE UNIVERSITY,2021-04-01 12:04:00,2025-03-31 12:03:00,2026-03-31 12:03:00,2024-04-01 12:04:00,2025-03-31 12:03:00,2025-03-31 12:03:00,313276,313276,0
2024-04-20 04:04:51,10814149,5R01HL157373-04,R01,Developmental Origins of COPD,VANDERBILT UNIVERSITY MEDICAL CENTER,2021-04-05 12:04:00,2025-03-31 12:03:00,2026-03-31 12:03:00,2024-04-01 12:04:00,2025-03-31 12:03:00,2025-03-31 12:03:00,573672,573672,0
2024-04-20 04:04:51,10816391,5T34GM136467-05,T34,U-RISE at California State University San Bernardino,CALIFORNIA STATE UNIV SAN BERNARDINO,2020-04-01 12:04:00,2025-03-31 12:03:00,2026-03-31 12:03:00,2024-04-01 12:04:00,2025-03-31 12:03:00,2026-03-31 12:03:00,13649,13649,0
2024-04-20 04:04:51,10817231,5T34GM141990-04,T34,U-RISE AT DILLARD UNIVERSITY,DILLARD UNIVERSITY,2021-04-01 12:04:00,2025-03-31 12:03:00,2026-03-31 12:03:00,2024-04-01 12:04:00,2025-03-31 12:03:00,2025-03-31 12:03:00,336164,336164,0
2024-04-20 04:04:51,10818634,5T34GM145513-03,T34,U-RISE at Howard University,HOWARD UNIVERSITY,2022-04-01 12:04:00,2025-03-31 12:03:00,2027-03-31 12:03:00,2024-04-01 12:04:00,2025-03-31 12:03:00,2025-03-31 12:03:00,271543,271543,0
2024-05-04 04:05:42,11062619,3R01DA050670-04S2,R01,CHOICES-TEEN: Efficacy of a Bundled Risk Reduction Intervention for Juvenile Justice Females,BAYLOR UNIVERSITY,2021-05-15 12:05:00,2025-03-31 12:03:00,2026-03-31 12:03:00,2024-04-01 12:04:00,2025-03-31 12:03:00,2025-03-31 12:03:00,170033,170033,0
2024-04-06 04:04:19,10802379,5T34GM145334-03,T34,U-RISE at Tennessee State University,TENNESSEE STATE UNIVERSITY,2022-04-01 12:04:00,2025-03-31 12:03:00,2027-03-31 12:03:00,2024-04-01 12:04:00,2025-03-31 12:03:00,2025-03-31 12:03:00,268399,268399,0
2024-04-06 04:04:19,10806210,5T34GM145529-03,T34,U-RISE at the University of Texas at El Paso,UNIVERSITY OF TEXAS EL PASO,2022-04-01 12:04:00,2025-03-31 12:03:00,2027-03-31 12:03:00,2024-04-01 12:04:00,2025-03-31 12:03:00,2025-03-31 12:03:00,786920,786920,0
2024-04-06 04:04:19,10809648,5R01DC009223-15,R01,Genetic dissection of auditory circuit assembly,HARVARD MEDICAL SCHOOL,2009-05-15 12:05:00,2025-03-31 12:03:00,2026-03-31 12:03:00,2024-04-01 12:04:00,2025-03-31 12:03:00,2026-03-31 12:03:00,569543,569543,0
2024-04-06 04:04:19,10811594,5T34GM145509-02,T34,U-RISE at Nova Southeastern University,NOVA SOUTHEASTERN UNIVERSITY,2023-04-01 12:04:00,2025-03-31 12:03:00,2028-03-31 12:03:00,2024-04-01 12:04:00,2025-03-31 12:03:00,2025-03-31 12:03:00,332956,332956,0
2024-04-06 04:04:19,10811633,5T34GM145404-02,T34,U-RISE at University of Puerto Rico at Cayey,UNIVERSITY OF PR CAYEY UNIVERSITY COLL,2023-04-01 12:04:00,2025-03-31 12:03:00,2028-03-31 12:03:00,2024-04-01 12:04:00,2025-03-31 12:03:00,2025-03-31 12:03:00,403952,403952,0
2024-04-06 04:04:19,10813215,5T34GM136495-04,T34,U-RISE at Claflin University through Collaborative Interdisciplinary Mentoring in Biomedical Sciences,CLAFLIN UNIVERSITY,2021-04-01 12:04:00,2025-03-31 12:03:00,2026-03-31 12:03:00,2024-04-01 12:04:00,2025-03-31 12:03:00,2025-03-31 12:03:00,543086,543086,0
